SMILES;organic;organic_modifier;additive;additive_concentration_mM;name;logIE;instrument;source;logIE_pred;viscosity_old;surface_tension_old;polarity_index_old;pH.aq.;NH4
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O;20;MeCN;formic acid;21;2,4,6-trinitro-1,3-benzenediol;1.01;Agilent XCT;ESI;1.277812485;0.93;42.11062016;9.32;2.78;0
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O;20;MeCN;formic acid;21;3,5-dinitrosalicylic acid;0.84;Agilent XCT;ESI;1.216595714;0.93;42.11062016;9.32;2.78;0
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;formic acid;21;2,4-dinitrobenzoic acid;-0.36;Agilent XCT;ESI;-0.089602381;0.93;42.11062016;9.32;2.78;0
Oc1ccc(Cl)cc1;20;MeCN;formic acid;21;4-chlorophenol;-1.28;Agilent XCT;ESI;-0.973143333;0.93;42.11062016;9.32;2.78;0
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21;20;MeCN;formic acid;21;heptafluorornapht-2-ol;1.31;Agilent XCT;ESI;1.250938333;0.93;42.11062016;9.32;2.78;0
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;formic acid;21;2,4-dinitro-benzenesulfonic acid;0.91;Agilent XCT;ESI;1.024102063;0.93;42.11062016;9.32;2.78;0
O=S(C1=CC=CC2=CC=CC=C21)(O)=O;20;MeCN;formic acid;21;naphthalene-1-sulfonic acid;0.47;Agilent XCT;ESI;0.878631667;0.93;42.11062016;9.32;2.78;0
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1;20;MeCN;formic acid;21;2-anthraquinonesulfonic acid;1.32;Agilent XCT;ESI;1.29453487;0.93;42.11062016;9.32;2.78;0
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O;20;MeCN;formic acid;21;3-nitrobenzenesulphonamide;0.5;Agilent XCT;ESI;0.673156111;0.93;42.11062016;9.32;2.78;0
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O;20;MeCN;formic acid;21;perfluorooctanesulfonic acid;2.34;Agilent XCT;ESI;2.358027511;0.93;42.11062016;9.32;2.78;0
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F;20;MeCN;formic acid;21;perfluoro-tert-butanol;-0.41;Agilent XCT;ESI;0.208180916;0.93;42.11062016;9.32;2.78;0
CCCCCCCCCCCCCC(O)=O;20;MeCN;formic acid;21;myristic acid;-0.71;Agilent XCT;ESI;0.051596667;0.93;42.11062016;9.32;2.78;0
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F;20;MeCN;formic acid;21;2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide;1.76;Agilent XCT;ESI;1.922743333;0.93;42.11062016;9.32;2.78;0
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O;20;MeCN;formic acid;21;4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide;1.85;Agilent XCT;ESI;1.839531883;0.93;42.11062016;9.32;2.78;0
ON1C(=O)c2ccccc2C1=O;20;MeCN;formic acid;21;N-hydroxy-phthalimide;-1.46;Agilent XCT;ESI;-1.142947403;0.93;42.11062016;9.32;2.78;0
OC(=O)c1ccccc1;80;MeCN;formic acid;5;benzoic acid;-0.84;Agilent XCT;ESI;-0.881155018;0.57;32.18706944;6.68;2.78;0
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O;80;MeCN;formic acid;5;3,5-dinitrobenzoic acid;1.01;Agilent XCT;ESI;0.868493782;0.57;32.18706944;6.68;2.78;0
OC(=O)c1cccc(c1)C(F)(F)F;80;MeCN;formic acid;5;3-trifluoromethylbenzoic acid;1.01;Agilent XCT;ESI;0.923483373;0.57;32.18706944;6.68;2.78;0
Oc1c(F)c(F)c(F)c(F)c1F;80;MeCN;formic acid;5;pentafluorophenol;1.02;Agilent XCT;ESI;0.696751667;0.57;32.18706944;6.68;2.78;0
CC(C)(C)c1ccc(cc1)C(O)=O;80;MeCN;formic acid;5;4-tert-butylbenzoic acid;-0.14;Agilent XCT;ESI;-0.085779694;0.57;32.18706944;6.68;2.78;0
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F;80;MeCN;formic acid;5;4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol;2.57;Agilent XCT;ESI;2.474746774;0.57;32.18706944;6.68;2.78;0
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;80;MeCN;formic acid;5;pentakis(trifluoromethyl)phenol;2.96;Agilent XCT;ESI;2.807594448;0.57;32.18706944;6.68;2.78;0
Oc1ccc(cc1)c2ccccc2;80;MeCN;formic acid;5;4-phenylphenol;-0.48;Agilent XCT;ESI;-0.72135197;0.57;32.18706944;6.68;2.78;0
Oc1ccccc1c2ccccc2;80;MeCN;formic acid;5;2-phenylphenol;-1.79;Agilent XCT;ESI;-1.285856667;0.57;32.18706944;6.68;2.78;0
OC(=O)c1cccc(Cl)c1;80;MeCN;formic acid;5;3-chlorobenzoic acid;0.35;Agilent XCT;ESI;0.06436754;0.57;32.18706944;6.68;2.78;0
Nc1ccc(cc1)C(O)=O;80;MeCN;formic acid;5;4-aminobenzoic acid;-1.43;Agilent XCT;ESI;-1.614834643;0.57;32.18706944;6.68;2.78;0
OC(=O)c1ccc(O)cc1;80;MeCN;formic acid;5;4-hydroxybenzoic acid;-0.04;Agilent XCT;ESI;-0.280682979;0.57;32.18706944;6.68;2.78;0
Nc1cccc(c1)C(O)=O;80;MeCN;formic acid;5;3-aminobenzoic acid;-1.1;Agilent XCT;ESI;-1.358849762;0.57;32.18706944;6.68;2.78;0
OC(=O)c1c(F)c(F)c(F)c(F)c1F;80;MeCN;formic acid;5;pentafluorobenzoic acid;1.1;Agilent XCT;ESI;0.832100238;0.57;32.18706944;6.68;2.78;0
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;formic acid;5;2,4-dinitrophenol;1.59;Agilent XCT;ESI;1.385994855;0.57;32.18706944;6.68;2.78;0
CN(C)c1cccc(c1)C(O)=O;80;MeCN;formic acid;5;3-dimethylaminobenzoic acid;-0.7;Agilent XCT;ESI;-0.718987057;0.57;32.18706944;6.68;2.78;0
CC(C)c1ccc(cc1)C(O)=O;80;MeCN;formic acid;5;4-isopropylbenzoic acid;-0.47;Agilent XCT;ESI;-0.489105361;0.57;32.18706944;6.68;2.78;0
CC(C)(C)c1ccccc1O;80;MeCN;formic acid;5;2-tert-butylphenol;-2.67;Agilent XCT;ESI;-2.144748929;0.57;32.18706944;6.68;2.78;0
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C;80;MeCN;formic acid;5;2,4,6-tri-tert-butylphenol;-1.13;Agilent XCT;ESI;-0.834010119;0.57;32.18706944;6.68;2.78;0
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;formic acid;5;2,5-dinitrophenol;1.09;Agilent XCT;ESI;1.001287143;0.57;32.18706944;6.68;2.78;0
Oc1cccc(Cl)c1;80;MeCN;formic acid;5;3-chlorophenol;-0.36;Agilent XCT;ESI;-0.553974782;0.57;32.18706944;6.68;2.78;0
Oc1cccc(Br)c1;80;MeCN;formic acid;5;3-bromophenol;0.22;Agilent XCT;ESI;-0.021138929;0.57;32.18706944;6.68;2.78;0
Oc1ccccc1Br;80;MeCN;formic acid;5;2-bromophenol;-2.21;Agilent XCT;ESI;-1.678840714;0.57;32.18706944;6.68;2.78;0
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;formic acid;5;2,6-dinitrophenol;0.85;Agilent XCT;ESI;0.870982143;0.57;32.18706944;6.68;2.78;0
Oc1ccccc1[N+]([O-])=O;80;MeCN;formic acid;5;2-nitrophenol;-2.08;Agilent XCT;ESI;-1.868216279;0.57;32.18706944;6.68;2.78;0
Oc1cccc(c1)[N+]([O-])=O;80;MeCN;formic acid;5;3-nitrophenol;0.75;Agilent XCT;ESI;0.668389179;0.57;32.18706944;6.68;2.78;0
Oc1ccc(cc1)[N+]([O-])=O;80;MeCN;formic acid;5;4-nitrophenol;1.03;Agilent XCT;ESI;0.940155923;0.57;32.18706944;6.68;2.78;0
Oc1c(F)c(F)cc(F)c1F;80;MeCN;formic acid;5;2,3,5,6-tetrafluorophenol;0.36;Agilent XCT;ESI;0.401708968;0.57;32.18706944;6.68;2.78;0
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O;80;MeCN;formic acid;5;3-[(heptafluoropropyl)sulphonyl]benzoic acid;1.91;Agilent XCT;ESI;2.00446932;0.57;32.18706944;6.68;2.78;0
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O;80;MeCN;formic acid;5;3-[tris(trifluoromethyl)methylsulphonyl]benzoic acid;1.72;Agilent XCT;ESI;1.838700249;0.57;32.18706944;6.68;2.78;0
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O;80;MeCN;formic acid;5;3-[(heptafluoropropyl)sulphanyl]benzoic acid;1.31;Agilent XCT;ESI;1.555512345;0.57;32.18706944;6.68;2.78;0
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F;80;MeCN;formic acid;5;3-trifluoromethylsulfonylbenzoic acid;1.25;Agilent XCT;ESI;1.576013294;0.57;32.18706944;6.68;2.78;0
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F;80;MeCN;formic acid;5;3-[tris(trifluoromethyl)methyl]benzoic acid;1.7;Agilent XCT;ESI;1.865662937;0.57;32.18706944;6.68;2.78;0
OC(C1=CC=CC(SC(F)(F)F)=C1)=O;80;MeCN;formic acid;5;3-[(trifluoromethyl)sulphanyl]benzoic acid;1.11;Agilent XCT;ESI;1.044823337;0.57;32.18706944;6.68;2.78;0
Oc1c(Br)c(Br)c(Br)c(Br)c1Br;80;MeCN;formic acid;5;pentabromophenol;1.91;Agilent XCT;ESI;1.64273404;0.57;32.18706944;6.68;2.78;0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;80;MeCN;formic acid;5;pentachlorophenol;2.34;Agilent XCT;ESI;2.16188768;0.57;32.18706944;6.68;2.78;0
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O;80;MeCN;formic acid;5;2-hydroxy-1,3,5-tris(2,2,2-trifluoroethyl)-1,3,5-benzenetrisulfonic acid ester;4;Agilent XCT;ESI;3.830891328;0.57;32.18706944;6.68;2.78;0
OC(=O)c1ccccc1O;80;MeCN;formic acid;5;salicylic acid;0.35;Agilent XCT;ESI;0.20739501;0.57;32.18706944;6.68;2.78;0
Oc1ccccc1C#N;80;MeCN;formic acid;5;2-cyanophenol;0.33;Agilent XCT;ESI;0.062186569;0.57;32.18706944;6.68;2.78;0
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3;80;MeCN;formic acid;5;4-phenylazophenol;1.24;Agilent XCT;ESI;1.149297857;0.57;32.18706944;6.68;2.78;0
OC(=O)c1cc(I)cc(I)c1O;80;MeCN;formic acid;5;3,5-diiodosalicylic acid;2.27;Agilent XCT;ESI;2.107616723;0.57;32.18706944;6.68;2.78;0
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O;80;MeCN;formic acid;5;2,4,6-trinitro-1,3-benzenediol;1.48;Agilent XCT;ESI;1.497284177;0.57;32.18706944;6.68;2.78;0
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O;80;MeCN;formic acid;5;3,5-dinitrosalicylic acid;1.48;Agilent XCT;ESI;1.573062063;0.57;32.18706944;6.68;2.78;0
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;formic acid;5;2,4-dinitrobenzoic acid;-0.07;Agilent XCT;ESI;0.306596429;0.57;32.18706944;6.68;2.78;0
Oc1ccc(Cl)cc1;80;MeCN;formic acid;5;4-chlorophenol;-0.37;Agilent XCT;ESI;-0.72677;0.57;32.18706944;6.68;2.78;0
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O;80;MeCN;formic acid;5;2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester;3.58;Agilent XCT;ESI;3.515461622;0.57;32.18706944;6.68;2.78;0
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21;80;MeCN;formic acid;5;heptafluorornapht-2-ol;2.06;Agilent XCT;ESI;1.56732632;0.57;32.18706944;6.68;2.78;0
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;formic acid;5;2,4-dinitro-benzenesulfonic acid;1.67;Agilent XCT;ESI;1.455749206;0.57;32.18706944;6.68;2.78;0
O=S(C1=CC=CC2=CC=CC=C21)(O)=O;80;MeCN;formic acid;5;naphthalene-1-sulfonic acid;1.19;Agilent XCT;ESI;1.085437222;0.57;32.18706944;6.68;2.78;0
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1;80;MeCN;formic acid;5;2-anthraquinonesulfonic acid;1.59;Agilent XCT;ESI;1.843718929;0.57;32.18706944;6.68;2.78;0
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O;80;MeCN;formic acid;5;3-nitrobenzenesulphonamide;1.11;Agilent XCT;ESI;1.124660079;0.57;32.18706944;6.68;2.78;0
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O;80;MeCN;formic acid;5;perfluorooctanesulfonic acid;2.74;Agilent XCT;ESI;2.66831636;0.57;32.18706944;6.68;2.78;0
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F;80;MeCN;formic acid;5;perfluoro-tert-butanol;0.34;Agilent XCT;ESI;0.425714726;0.57;32.18706944;6.68;2.78;0
CCCCCCCCCCCCCC(O)=O;80;MeCN;formic acid;5;myristic acid;0.28;Agilent XCT;ESI;0.298517738;0.57;32.18706944;6.68;2.78;0
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F;80;MeCN;formic acid;5;2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide;2.68;Agilent XCT;ESI;2.445868889;0.57;32.18706944;6.68;2.78;0
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O;80;MeCN;formic acid;5;4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide;2.6;Agilent XCT;ESI;2.392917597;0.57;32.18706944;6.68;2.78;0
C/C=C/C=C/C(O)=O;80;MeCN;formic acid;5;sorbic acid;-1.98;Agilent XCT;ESI;-2.187195317;0.57;32.18706944;6.68;2.78;0
O=C1NC(=O)c2ccccc12;80;MeCN;formic acid;5;phthalimide;-1.99;Agilent XCT;ESI;-1.900904749;0.57;32.18706944;6.68;2.78;0
ON1C(=O)c2ccccc2C1=O;80;MeCN;formic acid;5;N-hydroxy-phthalimide;-0.36;Agilent XCT;ESI;-0.701540855;0.57;32.18706944;6.68;2.78;0
NCCCC(O)=O;80;MeCN;formic acid;5;4-aminobutanoic acid;-2.13;Agilent XCT;ESI;-1.94280881;0.57;32.18706944;6.68;2.78;0
NCCC(O)=O;80;MeCN;formic acid;5;beta-alanine;-2.57;Agilent XCT;ESI;-2.355374048;0.57;32.18706944;6.68;2.78;0
OC(=O)c1ccccc1;20;MeCN;ammonium acetate;4;benzoic acid;-0.65;Agilent XCT;ESI;-0.21872922;0.93;42.11062016;9.32;5;1
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O;20;MeCN;ammonium acetate;4;3,5-dinitrobenzoic acid;0.86;Agilent XCT;ESI;0.968177303;0.93;42.11062016;9.32;5;1
OC(=O)c1cccc(c1)C(F)(F)F;20;MeCN;ammonium acetate;4;3-trifluoromethylbenzoic acid;1.03;Agilent XCT;ESI;0.989559167;0.93;42.11062016;9.32;5;1
Oc1c(F)c(F)c(F)c(F)c1F;20;MeCN;ammonium acetate;4;pentafluorophenol;0.65;Agilent XCT;ESI;0.977601667;0.93;42.11062016;9.32;5;1
CC(C)(C)c1ccc(cc1)C(O)=O;20;MeCN;ammonium acetate;4;4-tert-butylbenzoic acid;0.78;Agilent XCT;ESI;0.932683931;0.93;42.11062016;9.32;5;1
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F;20;MeCN;ammonium acetate;4;4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol;2.49;Agilent XCT;ESI;2.1417281;0.93;42.11062016;9.32;5;1
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;20;MeCN;ammonium acetate;4;pentakis(trifluoromethyl)phenol;2.53;Agilent XCT;ESI;2.527448355;0.93;42.11062016;9.32;5;1
Oc1ccc(cc1)c2ccccc2;20;MeCN;ammonium acetate;4;4-phenylphenol;0.57;Agilent XCT;ESI;0.333674762;0.93;42.11062016;9.32;5;1
Oc1ccccc1c2ccccc2;20;MeCN;ammonium acetate;4;2-phenylphenol;0.05;Agilent XCT;ESI;0.20129619;0.93;42.11062016;9.32;5;1
OC(=O)c1cccc(Cl)c1;20;MeCN;ammonium acetate;4;3-chlorobenzoic acid;0.36;Agilent XCT;ESI;0.351797496;0.93;42.11062016;9.32;5;1
Nc1ccc(cc1)C(O)=O;20;MeCN;ammonium acetate;4;4-aminobenzoic acid;-1.26;Agilent XCT;ESI;-0.779502605;0.93;42.11062016;9.32;5;1
OC(=O)c1ccc(O)cc1;20;MeCN;ammonium acetate;4;4-hydroxybenzoic acid;0.02;Agilent XCT;ESI;-0.00498385;0.93;42.11062016;9.32;5;1
Nc1cccc(c1)C(O)=O;20;MeCN;ammonium acetate;4;3-aminobenzoic acid;-0.86;Agilent XCT;ESI;-0.729623492;0.93;42.11062016;9.32;5;1
OC(=O)c1c(F)c(F)c(F)c(F)c1F;20;MeCN;ammonium acetate;4;pentafluorobenzoic acid;0.9;Agilent XCT;ESI;0.819920238;0.93;42.11062016;9.32;5;1
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;ammonium acetate;4;2,4-dinitrophenol;1.56;Agilent XCT;ESI;1.174697195;0.93;42.11062016;9.32;5;1
CN(C)c1cccc(c1)C(O)=O;20;MeCN;ammonium acetate;4;3-dimethylaminobenzoic acid;0.17;Agilent XCT;ESI;0.464815476;0.93;42.11062016;9.32;5;1
CC(C)c1ccc(cc1)C(O)=O;20;MeCN;ammonium acetate;4;4-isopropylbenzoic acid;-0.53;Agilent XCT;ESI;-0.14473285;0.93;42.11062016;9.32;5;1
CC(C)(C)c1ccccc1O;20;MeCN;ammonium acetate;4;2-tert-butylphenol;-1.05;Agilent XCT;ESI;-0.533965476;0.93;42.11062016;9.32;5;1
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;ammonium acetate;4;2,5-dinitrophenol;0.94;Agilent XCT;ESI;1.126954643;0.93;42.11062016;9.32;5;1
Oc1cccc(Cl)c1;20;MeCN;ammonium acetate;4;3-chlorophenol;-0.03;Agilent XCT;ESI;0.052881198;0.93;42.11062016;9.32;5;1
CC(C)c1ccccc1O;20;MeCN;ammonium acetate;4;2-isopropylphenol;-1.38;Agilent XCT;ESI;-0.786952403;0.93;42.11062016;9.32;5;1
Oc1cccc(Br)c1;20;MeCN;ammonium acetate;4;3-bromophenol;0.29;Agilent XCT;ESI;0.551144957;0.93;42.11062016;9.32;5;1
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;ammonium acetate;4;2,6-dinitrophenol;1.04;Agilent XCT;ESI;1.023132857;0.93;42.11062016;9.32;5;1
Oc1ccccc1[N+]([O-])=O;20;MeCN;ammonium acetate;4;2-nitrophenol;-1.06;Agilent XCT;ESI;-0.908257159;0.93;42.11062016;9.32;5;1
Oc1cccc(c1)[N+]([O-])=O;20;MeCN;ammonium acetate;4;3-nitrophenol;1.21;Agilent XCT;ESI;0.884908696;0.93;42.11062016;9.32;5;1
Oc1ccc(cc1)[N+]([O-])=O;20;MeCN;ammonium acetate;4;4-nitrophenol;1.31;Agilent XCT;ESI;1.02933219;0.93;42.11062016;9.32;5;1
Oc1c(F)c(F)cc(F)c1F;20;MeCN;ammonium acetate;4;2,3,5,6-tetrafluorophenol;0.04;Agilent XCT;ESI;0.395848492;0.93;42.11062016;9.32;5;1
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O;20;MeCN;ammonium acetate;4;3-[(heptafluoropropyl)sulphonyl]benzoic acid;1.7;Agilent XCT;ESI;1.922862296;0.93;42.11062016;9.32;5;1
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O;20;MeCN;ammonium acetate;4;3-[tris(trifluoromethyl)methylsulphonyl]benzoic acid;1.88;Agilent XCT;ESI;1.832527273;0.93;42.11062016;9.32;5;1
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O;20;MeCN;ammonium acetate;4;3-[(heptafluoropropyl)sulphanyl]benzoic acid;1.33;Agilent XCT;ESI;1.662085361;0.93;42.11062016;9.32;5;1
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F;20;MeCN;ammonium acetate;4;3-trifluoromethylsulfonylbenzoic acid;1.35;Agilent XCT;ESI;1.371693333;0.93;42.11062016;9.32;5;1
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F;20;MeCN;ammonium acetate;4;3-[tris(trifluoromethyl)methyl]benzoic acid;1.66;Agilent XCT;ESI;1.536884762;0.93;42.11062016;9.32;5;1
OC(C1=CC=CC(SC(F)(F)F)=C1)=O;20;MeCN;ammonium acetate;4;3-[(trifluoromethyl)sulphanyl]benzoic acid;0.93;Agilent XCT;ESI;0.991602436;0.93;42.11062016;9.32;5;1
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;20;MeCN;ammonium acetate;4;pentachlorophenol;1.81;Agilent XCT;ESI;1.992752424;0.93;42.11062016;9.32;5;1
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O;20;MeCN;ammonium acetate;4;2-hydroxy-1,3,5-tris(2,2,2-trifluoroethyl)-1,3,5-benzenetrisulfonic acid ester;3.79;Agilent XCT;ESI;3.838854809;0.93;42.11062016;9.32;5;1
OC(=O)c1ccccc1O;20;MeCN;ammonium acetate;4;salicylic acid;0.33;Agilent XCT;ESI;0.58032047;0.93;42.11062016;9.32;5;1
Oc1ccccc1C#N;20;MeCN;ammonium acetate;4;2-cyanophenol;0.58;Agilent XCT;ESI;0.530860143;0.93;42.11062016;9.32;5;1
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3;20;MeCN;ammonium acetate;4;4-phenylazophenol;1.38;Agilent XCT;ESI;1.257861905;0.93;42.11062016;9.32;5;1
OC(=O)c1cc(I)cc(I)c1O;20;MeCN;ammonium acetate;4;3,5-diiodosalicylic acid;2.04;Agilent XCT;ESI;1.620860561;0.93;42.11062016;9.32;5;1
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O;20;MeCN;ammonium acetate;4;2,4,6-trinitro-1,3-benzenediol;1.6;Agilent XCT;ESI;1.552266184;0.93;42.11062016;9.32;5;1
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O;20;MeCN;ammonium acetate;4;3,5-dinitrosalicylic acid;1.76;Agilent XCT;ESI;1.500804524;0.93;42.11062016;9.32;5;1
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;ammonium acetate;4;2,4-dinitrobenzoic acid;-0.24;Agilent XCT;ESI;-0.053869048;0.93;42.11062016;9.32;5;1
Oc1ccc(Cl)cc1;20;MeCN;ammonium acetate;4;4-chlorophenol;-0.14;Agilent XCT;ESI;-0.043527619;0.93;42.11062016;9.32;5;1
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O;20;MeCN;ammonium acetate;4;2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester;3.34;Agilent XCT;ESI;3.37287572;0.93;42.11062016;9.32;5;1
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21;20;MeCN;ammonium acetate;4;heptafluorornapht-2-ol;1.01;Agilent XCT;ESI;1.302088333;0.93;42.11062016;9.32;5;1
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;ammonium acetate;4;2,4-dinitro-benzenesulfonic acid;1.1;Agilent XCT;ESI;1.083865397;0.93;42.11062016;9.32;5;1
O=S(C1=CC=CC2=CC=CC=C21)(O)=O;20;MeCN;ammonium acetate;4;naphthalene-1-sulfonic acid;0.79;Agilent XCT;ESI;1.025943333;0.93;42.11062016;9.32;5;1
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1;20;MeCN;ammonium acetate;4;2-anthraquinonesulfonic acid;1.06;Agilent XCT;ESI;1.377710823;0.93;42.11062016;9.32;5;1
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O;20;MeCN;ammonium acetate;4;3-nitrobenzenesulphonamide;0.8;Agilent XCT;ESI;0.871219444;0.93;42.11062016;9.32;5;1
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O;20;MeCN;ammonium acetate;4;perfluorooctanesulfonic acid;1.98;Agilent XCT;ESI;2.3488364;0.93;42.11062016;9.32;5;1
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F;20;MeCN;ammonium acetate;4;perfluoro-tert-butanol;0.33;Agilent XCT;ESI;0.54136175;0.93;42.11062016;9.32;5;1
CCCCCCCCCCCCCC(O)=O;20;MeCN;ammonium acetate;4;myristic acid;0.83;Agilent XCT;ESI;1.23325881;0.93;42.11062016;9.32;5;1
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F;20;MeCN;ammonium acetate;4;2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide;1.96;Agilent XCT;ESI;1.958246667;0.93;42.11062016;9.32;5;1
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O;20;MeCN;ammonium acetate;4;4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide;1.73;Agilent XCT;ESI;1.865711883;0.93;42.11062016;9.32;5;1
